Question	Answer	Source	Metadata
Me encuentro increíblemente pletórica 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro increíblemente pletórica hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Soy feliz hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro increíblemente feliz hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro de lo más pletórica hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro de lo más feliz hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro de lo más contenta 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro de lo más contenta hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro de lo más contento 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro de lo más contento hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro de lo más alegre 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro súper alegre hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro de lo más pletórica 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Estoy tan feliz 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro de lo más pletórico 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro de lo más pletórico hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro súper feliz 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro súper feliz hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro súper contenta 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro súper contenta hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro súper contento 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro de lo más alegre hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro tan contenta hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro increíblemente pletórico 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me siento tan pletórica 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me siento tan pletórica hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me siento tan pletórico 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me siento tan pletórico hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro tan feliz 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me siento tan alegre 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro tan contenta 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me siento tan contento hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro tan contento 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro tan contento hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro tan alegre 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro tan alegre hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro tan pletórica 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro tan pletórica hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro tan pletórico 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me encuentro tan feliz hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Estoy tan pletórica hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Estoy tan feliz hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Estoy tan contenta 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Estoy tan contenta hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Estoy tan contento 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Estoy tan contento hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Estoy tan alegre 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me siento tan alegre hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Estoy tan pletórica 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Soy la persona más feliz de la tierra 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Estoy tan pletórico 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Estoy tan pletórico hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me siento tan feliz 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me siento tan feliz hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me siento tan contenta 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me siento tan contenta hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Me siento tan contento 	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
Estoy tan alegre hoy	Me alegra escuchar eso.	qna_chitchat_Professional	editorial:chitchat
I´m back	Hola.	qna_chitchat_Professional	editorial:chitchat
Hola, he vuelto nene	Hola.	qna_chitchat_Professional	editorial:chitchat
Hola, he vuelto nena	Hola.	qna_chitchat_Professional	editorial:chitchat
Hola, he llegado	Hola.	qna_chitchat_Professional	editorial:chitchat
Hola, ya he llegado	Hola.	qna_chitchat_Professional	editorial:chitchat
Hola, aquí me tienes	Hola.	qna_chitchat_Professional	editorial:chitchat
Hola, estoy de vuelta	Hola.	qna_chitchat_Professional	editorial:chitchat
Hola, aquí estoy	Hola.	qna_chitchat_Professional	editorial:chitchat
Hola, ya he vuelto	Hola.	qna_chitchat_Professional	editorial:chitchat
Hey, aquí estoy	Hola.	qna_chitchat_Professional	editorial:chitchat
Estoy aquí	Hola.	qna_chitchat_Professional	editorial:chitchat
Ya he vuelto nene	Hola.	qna_chitchat_Professional	editorial:chitchat
Ya he vuelto nena	Hola.	qna_chitchat_Professional	editorial:chitchat
Ya he vuelto	Hola.	qna_chitchat_Professional	editorial:chitchat
He vuelto nena	Hola.	qna_chitchat_Professional	editorial:chitchat
Hey, ya he vuelto	Hola.	qna_chitchat_Professional	editorial:chitchat
He llegado	Hola.	qna_chitchat_Professional	editorial:chitchat
Ya he llegado	Hola.	qna_chitchat_Professional	editorial:chitchat
Ya estoy presente	Hola.	qna_chitchat_Professional	editorial:chitchat
Estoy presente	Hola.	qna_chitchat_Professional	editorial:chitchat
¡Presente!	Hola.	qna_chitchat_Professional	editorial:chitchat
Presente	Hola.	qna_chitchat_Professional	editorial:chitchat
Aquí me tienes	Hola.	qna_chitchat_Professional	editorial:chitchat
Ya estoy de vuelta	Hola.	qna_chitchat_Professional	editorial:chitchat
Estoy de vuelta	Hola.	qna_chitchat_Professional	editorial:chitchat
He vuelto	Hola.	qna_chitchat_Professional	editorial:chitchat
Aquí estoy	Hola.	qna_chitchat_Professional	editorial:chitchat
Ya estoy aquí	Hola.	qna_chitchat_Professional	editorial:chitchat
He vuelto nene	Hola.	qna_chitchat_Professional	editorial:chitchat
Que ya he llegado	Hola.	qna_chitchat_Professional	editorial:chitchat
Te digo que ya he vuelto nena	Hola.	qna_chitchat_Professional	editorial:chitchat
Te digo que he vuelto nene	Hola.	qna_chitchat_Professional	editorial:chitchat
Te digo que he vuelto nena	Hola.	qna_chitchat_Professional	editorial:chitchat
Te digo que he llegado	Hola.	qna_chitchat_Professional	editorial:chitchat
Te digo que ya he llegado	Hola.	qna_chitchat_Professional	editorial:chitchat
Te digo que aquí me tienes	Hola.	qna_chitchat_Professional	editorial:chitchat
Te digo que estoy de vuelta	Hola.	qna_chitchat_Professional	editorial:chitchat
Te digo que aquí estoy	Hola.	qna_chitchat_Professional	editorial:chitchat
Te digo que ya he vuelto	Hola.	qna_chitchat_Professional	editorial:chitchat
Que ya he vuelto nene	Hola.	qna_chitchat_Professional	editorial:chitchat
Que ya he vuelto nena	Hola.	qna_chitchat_Professional	editorial:chitchat
Que he vuelto nene	Hola.	qna_chitchat_Professional	editorial:chitchat
Hola, ya he vuelto nena	Hola.	qna_chitchat_Professional	editorial:chitchat
Que he llegado	Hola.	qna_chitchat_Professional	editorial:chitchat
Hola, ya he vuelto nene	Hola.	qna_chitchat_Professional	editorial:chitchat
Que aquí me tienes	Hola.	qna_chitchat_Professional	editorial:chitchat
Que estoy de vuelta	Hola.	qna_chitchat_Professional	editorial:chitchat
Que aquí estoy	Hola.	qna_chitchat_Professional	editorial:chitchat
Que ya he vuelto	Hola.	qna_chitchat_Professional	editorial:chitchat
Hey, ya he vuelto nene	Hola.	qna_chitchat_Professional	editorial:chitchat
Hey, ya he vuelto nena	Hola.	qna_chitchat_Professional	editorial:chitchat
Hey, he vuelto nene	Hola.	qna_chitchat_Professional	editorial:chitchat
Hey, he vuelto nena	Hola.	qna_chitchat_Professional	editorial:chitchat
Hey, he llegado	Hola.	qna_chitchat_Professional	editorial:chitchat
Hey, ya he llegado	Hola.	qna_chitchat_Professional	editorial:chitchat
Hey, aquí me tienes	Hola.	qna_chitchat_Professional	editorial:chitchat
Hey, estoy de vuelta	Hola.	qna_chitchat_Professional	editorial:chitchat
Te digo que ya he vuelto nene	Hola.	qna_chitchat_Professional	editorial:chitchat
Que he vuelto nena	Hola.	qna_chitchat_Professional	editorial:chitchat
Estoy súper hambriento	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Podría comerme una vaca completa en este momento	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Me duele la tripa de hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Me duele el estómago de hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Quiero comer	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Quiero comida	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito comida	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito picar algo ya	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito comer algo ya	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Quiero comer ya	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Quiero comida ya	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo la barriga vacía	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Estoy de lo más hambriento	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo la tripa vacía	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Estoy muy hambriento	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Estoy tan hambrienta	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Estoy de lo más hambrienta	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Estoy súper hambrienta	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Estoy muy hambrienta	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo un hambre voraz	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo un hambre que da calambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Me ruge la tripa	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Podría comerme una vaca	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Podría comerme una vaca ahora mismo	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Estoy tan hambriento	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito comer	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo un hambre que me muero	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Estoy hambriento	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Estoy hambrienta	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo un hambre mortal	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo un hambre horrible	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo un hambre terrorífico	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Muero de hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Me muero de hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Me estoy muriendo de hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Me duele la barriga de hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Qué hambre tengo	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Podría comerme una vaca en este momento	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito comer algo	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito picar algo	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Me voy a desamayar de hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo tanta hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo mucha hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo un poco de hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo un poquito de hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo tanto hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo un agujero en el estómago	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Siento un agujero en el estómago	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo el estómago vacío	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Qué hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Cómo me rugen las tripas	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Mis intestinos se quieren comer uno a otro	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito meter algo en la tripa	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito llenarme la tripa	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito llenar la tripa	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito meterme algo en la barriga	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito meter algo en la barriga	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito llenarme la barriga	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito llenar la barriga	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Me suena la tripa	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Cómo me suena la tripa	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito llenar el estómago	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Cómo me suenan las tripas	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito llenarme el estómago	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Cómo me ruge la tripa	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Me rugen las tripas	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Me suena el estómago	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Cómo me suena el estómago	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Me suena la barriga	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Cómo me suena la barriga	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo un agujero en la tripa	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo un agujero en la barriga	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Siento vacío estomacal	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Siento un agujero en la tripa	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Siento un agujero en la barriga	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Me suenan las tripas	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Qué hambre tengo por favor	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Podría comerme una vaca completa ahora mismo	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo el ombligo pegado al espinazo	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
El hambre aprieta	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Cuando el hambre aprieta	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Cuando el hambre aprieta la vergüenza afloja	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo más hambre que el perro de un ciego	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Tengo mas hambre que el que se perdió en la isla	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito comer ya	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito comida ya	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Qué hambre por Dios	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito meterme algo en la tripa	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Qué hambre por favor	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Siento un vacío estomacal	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Por favor, muero de hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Por favor, qué hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Por Dios, qué hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Por dios, muero de hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Por favor, me estoy muriendo de hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Me estoy muriendo de hambre por favor	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Me estoy muriendo de hambre por dios	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Estoy al borde de desmayarme de hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Estoy al borde del desamayo de hambre	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito meterme algo en el estómago	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Necesito meter algo en el estómago	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Qué hambre tengo por Dios	Quizá picar algo te ayude. 	qna_chitchat_Professional	editorial:chitchat
Quiero ser médico 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser ingeniero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser mecánico 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser mecánica 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser monitora de gimnasio 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser boxeador 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser boxeadora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser guionista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser enfermero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser economista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser albañil 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser fontanero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser conductor 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser conductor de autobús 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser camionera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser camionero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy secretario 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser enfermera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser de izquierdas 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy de centro 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy astronauta 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy piloto 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy ciclista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy tenista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy jugador de baloncesto 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser cuentista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser de derechas 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser ingeniera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser comunista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser policía 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser cocinero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser cocinera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser ama de casa 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser camarero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser camarera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser de centro 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser procurador 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser taxista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser informático 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser manager 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser jefe 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser jefa 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser juez 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser tendera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser abogada 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser tendero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser procuradora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser notario 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser notaria 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser limpiadora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser director 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser directora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser paseador de perros 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser abogado 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser pintora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser arquitecto 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser arquitecta 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser dibujante 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser auxiliar 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser auxiliar de enfermería 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser veterinario 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser informática 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser pintor 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy secretaria 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser asistenta 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser asistente personal 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser oftalmólogo 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser oftalmóloga 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser gestor 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser gestora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser comercial 	Vale.	qna_chitchat_Professional	editorial:chitchat
Quiero ser veterinaria 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy taxista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy veterinario 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy médico 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy albañil 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy fontanero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy conductor 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy conductor de autobús 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy enfermera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy camionero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy boxeadora 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy ingeniero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy ingeniera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy arquitecto 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy arquitecta 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy dibujante 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy auxiliar 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy futbolista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy camionera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy camarera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy de derechas 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy de izquierdas 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy comunista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy policía 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy cocinero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy cocinera 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy enfermero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy camarero 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy veterinaria 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy economista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy guionista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy cuentista 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy mecánico 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy mecánica 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy monitora de gimnasio 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy boxeador 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy ama de casa 	Vale.	qna_chitchat_Professional	editorial:chitchat
Soy paseador de perros 	Vale.	qna_chitchat_Professional	editorial:chitchat
